glottocode,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
abip1241,-2.2843852,5.2690477,-3.8483093,-7.3934326,-10.175892,-6.891422,-0.29032815,-8.303354,-6.7350097,6.9881725,-6.0902543,-3.5759804,7.295804,-5.776701,-4.6519027,-8.721921,-7.164113,-9.663122,7.7899847,-8.750327,-6.7158256,8.864561,7.8341355,-4.0591254,-2.8010788,6.6851377,-5.302549,-9.603384,-4.8298464,-7.559991,6.845129,-7.6924543,7.294163,-6.6089344,5.6547318,4.338645,6.436773,-7.69103,5.110771,4.915466,-7.5378265,7.1113133,2.7774627,6.234814,-5.0733027,6.195305,-7.7529488,4.263132,-8.519387,9.09001,-8.61194,-6.190055,7.1051817,-6.8422365,-5.550562,-5.0898137,-6.6420393,6.461021,7.957057,-7.1572914,8.301547,7.5871596,5.388752,3.766693,-9.167042,8.834764,6.863428,-2.5500288,7.006778,-7.082725,5.740834,-6.6949205,-7.468545,-5.7698855,5.7550635,6.1580005,-4.4288163,7.5830135,-4.8244443,-8.534049,7.410579,-3.9481227,5.771244,-7.9880524,4.991919,-5.7792726,1.1334811,-4.3032413,-2.509242,-7.647946,-3.7610805,-5.799408,-4.1605997,6.891767,-6.4854836,-7.5659876,-6.5946813,-7.8522754,-7.202882,5.938187,3.2829962,-3.9146013,-5.941773,7.599674,-5.9798794,6.954574,6.9532285,-5.9500804,7.9370813,-8.014357,-8.59596,4.8417253,-7.961899,3.143176,7.362116,7.8558106,5.5812697,-7.71314,9.093143,4.447361,5.806521,7.894534,5.773614,-4.9159555,9.479891,-8.367622,-6.759568,7.3461547,-5.980299,0.96146864,8.8507595,4.371118,4.883669,-5.2989507,-2.9895554,-1.7692347,3.1292663,-8.135295,8.251749,-5.4042654,7.7734714,-4.0141525,8.456922,-7.466285,-5.367849,8.774726,7.1486607,-5.348282,7.5571337,-6.1748466,-6.0877867,6.755286,5.575468,6.054756,6.8479323,-6.2557273,8.404399,5.095006,-7.043099,-6.4827924,-4.7123504,-5.614097,-7.537142,-7.6842813,-7.9187446,7.8394876,-8.356757,5.851571,-6.270983,-7.0825424,-6.813368,7.326703,-3.7877398,5.1292896,-5.9427934,7.4711785,-6.343869,-7.732362,-2.0984151,-5.701521,-8.073865,-5.924953,-2.7188203,5.397502,9.253286,-6.287289,5.1791916,-2.1025832,-1.880316,-7.600565,4.6523046,-7.533719,-2.4527447,6.0280643,6.844998,-8.66821,4.5621643,-7.3446856,-4.163588,6.8174787,-7.0975122,0.35396022,-8.053607,-8.465751,-5.0588627,-6.5988226,-8.183495,-6.9269276,-5.083769,7.5195856,8.2441225,-4.183293,4.0749345,-8.8215685,7.105946,4.630518,-5.401956,5.827013,3.6376538,7.6632996,6.031956,-3.8171613,-6.1519847,0.85212606,0.46069157,-8.493992,4.2307577,-5.6248546,-4.5647593,6.295247,-9.632832,-9.792308,7.0888143,4.679662,-8.720569,-6.278537,-5.507244,-5.4983554,9.763615,-7.4694905,-4.9407296,-8.96531,-6.248038,4.3680563,8.216888,-10.516897,-4.7838125,4.4194603,-7.8516345,6.7757306,9.346048,8.496757,9.073555,-7.6787424,6.094984,4.3030133
acha1250,-8.462721,7.854968,-9.849654,-2.907341,-10.717076,-5.49319,-4.458399,-7.677021,-10.724668,12.538502,-8.184914,-9.456737,6.8531604,-11.896419,-9.469433,-5.660613,-5.5872855,-9.582951,8.394603,-7.6164327,-8.020927,6.0315666,6.9030075,2.082199,-9.2316675,8.079215,-10.601666,-5.8171988,-10.009399,-4.559191,7.980287,-4.109126,3.345752,-1.854155,1.5927684,10.839483,12.063898,-5.0201273,11.378559,7.591271,-6.8868914,2.8080246,7.9582405,4.8916044,-6.913025,3.9160786,-4.795988,8.494069,-5.858659,6.9081745,-6.5458536,-5.9663534,10.057616,-2.9194503,-9.187344,0.8644731,-9.624074,6.270339,4.766933,-5.8889194,8.260569,8.373157,9.893689,10.451123,-6.66691,6.241118,5.3046236,-8.4688835,11.706928,-6.612801,10.533095,-6.3340774,-4.8021154,-7.919102,10.600547,3.5868847,-2.7964323,7.7278023,-4.4474163,-5.64353,3.3951135,-9.173152,7.2180796,-6.4099574,5.153618,-10.979119,7.5130053,-8.085453,-8.151455,-4.3842163,-9.096564,-4.5426764,-6.8912454,9.408545,-4.1478286,-2.999439,-9.32082,-4.7421045,-5.8075905,7.893356,8.934903,2.1138022,-9.53874,9.549661,-7.5275483,4.9859333,8.726676,-10.891281,5.8750825,-4.057224,-5.337294,10.60933,-8.148034,8.65282,3.9018614,10.808702,9.062998,-8.9796295,7.093993,9.318632,9.106572,5.7786226,11.355331,-10.728044,7.9913144,-5.5754795,-2.544355,3.030504,-9.87049,6.034421,6.4946747,9.101365,9.134263,-8.663702,-3.9168887,-7.943613,7.6788282,-5.7705464,5.249591,-0.32284388,6.524936,-9.781088,5.4735327,-7.0520053,-7.162314,4.1812663,5.163949,1.4803454,3.3838909,-9.818213,-7.76689,2.139302,1.9364997,4.943732,6.1047873,-10.092166,4.585374,9.183673,-5.933544,-1.5626234,-8.421867,-8.833655,-3.9203598,-9.930809,-9.579275,10.133788,-4.017769,9.950102,-6.3042545,-7.069738,-5.3640356,3.664185,0.78354275,1.0876325,-5.6380873,7.1027412,-2.0722084,-5.5735693,-6.8219805,-8.720919,-4.433625,-10.746192,2.6052659,11.404781,6.3628125,-1.7017038,-0.15551758,-7.547453,-7.9673934,-7.9400406,8.301696,-4.251807,-7.6622767,5.1252756,6.8753443,-7.538619,8.506373,-3.4663785,-8.705069,8.038142,-8.665132,-4.8192263,-7.155773,-6.683309,-9.969618,-7.4551826,-8.388826,-2.4380524,-7.2901087,7.536152,6.437268,1.6637824,8.699371,-8.86455,4.9464364,-0.46521997,-8.861099,7.466394,9.002714,6.149402,6.239876,-8.86827,-6.661688,-5.8098593,7.017887,-7.7626195,-0.31947297,-9.716825,-10.169936,-0.0070879906,-5.1174974,-7.5393863,8.789839,9.290535,-4.439371,-3.3198266,-10.797751,-7.378722,7.7440133,-6.9908137,-8.797804,-8.966524,-4.2658606,8.179803,6.325583,-8.794869,-10.568077,6.418887,-5.442626,8.250513,7.6791396,5.619256,8.144128,-4.2460294,10.85546,10.535237
ache1246,-2.528067,5.2197747,-3.9405382,-6.770555,-9.60748,-6.424302,-0.5202673,-7.9183817,-6.462984,6.9391704,-5.806135,-3.6504562,6.867692,-5.738313,-4.5365634,-8.155147,-6.695782,-9.068141,7.3335123,-8.125022,-6.36574,8.234484,7.4241724,-3.6941857,-3.003463,6.4215565,-5.315043,-8.815381,-4.757557,-7.1275425,6.55152,-7.1043005,6.722964,-5.998189,5.289092,4.4667163,6.2449446,-7.1264367,5.06148,4.8108582,-7.06656,6.6009574,2.892146,5.8543687,-4.827491,5.7928576,-7.157678,4.3462768,-7.9367733,8.558857,-7.9928656,-5.8358803,6.9426193,-6.389115,-5.4469347,-4.6091285,-6.4125004,6.123499,7.3425403,-6.8160443,7.9102077,7.300804,5.2728825,3.825181,-8.56062,8.195279,6.434686,-2.6610863,6.73646,-6.7384963,5.6623335,-6.401283,-7.049089,-5.6005273,5.5502024,5.70635,-4.1622066,7.14315,-4.56757,-7.9055924,6.8210206,-4.0601044,5.6235266,-7.442206,4.6850147,-5.6573443,1.3758469,-4.37197,-2.656102,-7.1378055,-3.8094118,-5.3719525,-4.193049,6.568634,-5.9710135,-7.0234246,-6.3348575,-7.2733827,-6.743186,5.8174634,3.4448214,-3.4362996,-5.822017,7.3463883,-5.765478,6.548038,6.606705,-5.901899,7.5206547,-7.4138055,-7.915428,4.791544,-7.5305467,3.2055707,6.8519177,7.5736604,5.467267,-7.257081,8.396042,4.4570637,5.577415,7.3636866,5.820278,-4.866397,8.837624,-7.7957706,-6.246147,6.7957973,-5.8281474,1.1483915,8.20553,4.4208703,4.926744,-5.210887,-2.8442447,-1.9810218,3.1405826,-7.6473513,7.66282,-4.9785814,7.269403,-3.9960268,7.9610777,-7.0323586,-5.1634445,8.124921,6.616439,-4.7493677,6.9793043,-5.940204,-5.7512474,6.164323,5.127808,5.7514257,6.376047,-6.0868917,7.7534156,5.092873,-6.6895514,-5.898474,-4.675797,-5.429413,-7.0336514,-7.374507,-7.5827703,7.488342,-7.6476984,5.7742667,-5.8992214,-6.758349,-6.4257994,6.806699,-3.4569898,4.6948605,-5.704033,7.0394316,-5.886071,-7.1265774,-2.1676426,-5.5193334,-7.436319,-5.912398,-2.4288037,5.4234867,8.549183,-5.8432145,4.7278376,-2.2700608,-2.0148888,-7.12223,4.545059,-6.964798,-2.5408628,5.6968966,6.4291654,-8.127433,4.4596767,-6.7928042,-4.122861,6.5338407,-6.779318,0.122388065,-7.5470047,-7.9001637,-4.9297514,-6.3309445,-7.746342,-6.3203683,-4.978301,7.1138535,7.7173867,-3.7423375,4.0559874,-8.411295,6.606708,4.090622,-5.2753563,5.627774,3.701027,7.2460513,5.684676,-3.8244367,-5.8287063,0.46816403,0.63822114,-8.022359,3.8197963,-5.529161,-4.529963,5.673149,-8.946622,-9.2061825,6.7648916,4.524107,-8.044722,-5.87137,-5.4555907,-5.365179,9.032268,-7.0430684,-4.8398857,-8.442097,-5.8111706,4.357477,7.786204,-9.818538,-4.804199,4.3449774,-7.32277,6.4314666,8.706287,7.8861227,8.507959,-7.0542374,5.9871855,4.3667984
achu1248,-8.086563,8.434845,-9.794236,-4.254148,-11.944853,-6.5521545,-4.101908,-8.891312,-11.260556,13.099611,-8.7329235,-9.486095,7.9862223,-12.065729,-9.722178,-7.1421037,-6.647956,-10.785622,9.4964285,-8.846068,-8.8531,7.3844633,8.010566,1.1493409,-9.014328,8.94477,-10.794382,-7.438155,-10.150502,-5.777089,8.901147,-5.4059997,4.618507,-2.9760687,2.3359494,10.933269,12.502133,-6.305357,11.649043,8.064837,-8.015584,4.155732,7.929188,5.7434583,-7.491206,4.94342,-6.1639714,8.738915,-7.1608086,8.231816,-7.8008695,-6.7211246,10.698415,-4.1898317,-9.610486,-0.36909965,-10.275457,7.011371,6.0483418,-6.9259014,9.296448,9.401605,10.263034,10.545208,-8.203507,7.653023,6.2612257,-8.453193,12.249926,-7.4681644,10.893604,-7.3000007,-6.0279655,-8.496047,11.008382,4.4939194,-3.4979644,8.555759,-4.964873,-7.1276546,4.89354,-9.155447,7.904403,-7.584164,5.7753143,-11.263205,7.2933,-8.204763,-7.88578,-5.5658083,-9.07241,-5.3115654,-7.150589,10.070865,-5.142528,-4.4132113,-9.901991,-6.136645,-6.83244,8.392955,8.938845,1.1083076,-9.978998,10.255787,-8.300036,6.009203,9.59979,-11.288634,7.1041784,-5.4841194,-6.657482,10.834227,-9.277813,8.621988,5.0834436,11.650002,9.449987,-9.835382,8.3543825,9.534645,9.56478,6.8793488,11.684919,-10.913426,9.44052,-7.0374327,-3.6514273,4.327415,-10.252665,5.894746,7.8411393,9.225135,9.151777,-9.226494,-4.1776943,-7.576371,7.9782324,-6.9988155,6.590985,-1.412296,7.566186,-9.985207,6.7330256,-7.8276258,-7.802234,5.616233,6.2406883,0.10699056,4.695393,-10.273823,-8.539125,3.448119,2.9429197,5.779485,6.9445286,-10.596333,6.0828314,9.486273,-6.863702,-2.7344484,-8.740537,-9.23758,-5.1375046,-10.738564,-10.28706,10.917938,-5.5442986,10.307753,-7.118097,-7.7980175,-6.350293,4.840149,0.18047838,2.0616133,-6.2577963,8.245465,-3.2593732,-6.6435375,-6.7147465,-9.219839,-5.8738985,-11.0116005,2.0571837,11.669701,7.837579,-2.9758751,0.88703525,-7.404271,-7.940055,-8.811276,8.569253,-5.5639315,-7.527977,5.94773,7.6573277,-8.793629,8.734094,-4.705055,-8.923132,8.863721,-9.585525,-4.403763,-8.31819,-8.041823,-10.351249,-8.266621,-9.466349,-3.6073585,-7.9044557,8.413233,7.666731,0.77198726,8.969251,-10.028037,5.8847456,0.61665136,-9.459494,8.1041765,8.84601,7.3392024,6.926589,-9.060647,-7.404766,-5.066428,6.503166,-8.845051,0.55611825,-10.063711,-10.342159,1.3422278,-6.8050303,-9.027887,9.448568,9.471131,-6.0068426,-4.288193,-10.900331,-7.852495,9.17386,-7.9396534,-9.283513,-10.27004,-5.2756557,8.576244,7.627293,-10.284009,-10.688549,6.7212563,-6.7531257,8.895134,9.160132,6.934758,9.325468,-5.620782,11.279154,10.576183
aika1237,-4.3223486,6.0464196,-5.759671,-5.5669665,-9.983397,-6.1922593,-1.7202475,-7.868731,-7.8060527,8.624616,-6.5904393,-5.460178,6.931264,-7.6099396,-6.05775,-7.414551,-6.313819,-9.23721,7.5004454,-7.9711046,-6.8294406,7.4609714,7.1694794,-1.8710759,-4.8271537,6.9171357,-6.93954,-7.7635064,-6.4008837,-6.298199,6.9171767,-6.08679,5.745772,-4.770642,4.103072,6.341569,8.018376,-6.594314,6.983863,5.6642914,-6.8674254,5.4522915,4.395473,5.4977283,-5.519251,5.2869363,-6.399076,5.6419864,-7.383997,7.975539,-7.4450135,-5.864822,7.8803606,-5.306472,-6.7417636,-2.8285382,-7.4534254,6.1944036,6.534993,-6.522112,8.023388,7.599169,6.774405,5.832683,-7.970293,7.5560017,6.105087,-4.4962726,8.218994,-6.6843224,7.107024,-6.389277,-6.317199,-6.3386183,7.2633386,5.09297,-3.6616194,7.205282,-4.465137,-7.2610445,5.8049912,-5.625664,6.1229534,-7.140314,4.9885616,-7.342894,3.2305443,-5.5135756,-4.385825,-6.2505875,-5.4080014,-5.152911,-4.9868364,7.430977,-5.2731295,-5.807978,-7.2752104,-6.4804435,-6.3481812,6.4549026,5.0990686,-1.7275147,-6.976071,7.9425907,-6.4309945,5.969779,7.3035374,-7.484494,6.9481506,-6.461921,-7.1152754,6.540819,-7.8321095,4.892383,5.8997874,8.446847,6.5653296,-7.7361083,8.005175,5.92782,6.721835,6.7964606,7.5611176,-6.694439,8.646469,-7.045447,-5.1116743,5.624475,-7.036284,2.6660454,7.807167,5.8035793,6.060331,-6.2834797,-3.170248,-3.7996838,4.6510873,-7.103288,6.9000325,-3.4764655,6.97869,-5.9447327,7.17082,-7.0042357,-5.833485,6.890394,6.1269336,-2.992909,5.9684024,-7.086798,-6.4374967,4.8472457,4.1186953,5.404192,6.2810936,-7.2686086,6.8023634,6.344143,-6.3889227,-4.518295,-5.8027067,-6.41854,-6.039953,-8.054571,-8.223019,8.243497,-6.639679,7.0346065,-5.9977355,-6.834432,-6.0926294,5.7873497,-2.074138,3.6363616,-5.597833,7.1069956,-4.6340637,-6.6705213,-3.5625424,-6.5635667,-6.550243,-7.347215,-0.8609877,7.3006473,7.8878126,-4.603757,3.2010384,-3.9601755,-3.8891118,-7.2456303,5.712648,-6.146391,-4.1253867,5.4683847,6.5727134,-7.8977776,5.719457,-5.8288984,-5.606741,6.9548736,-7.32997,-1.4282258,-7.486254,-7.4295397,-6.5855317,-6.695041,-7.9588904,-5.1998024,-5.6757026,7.2076826,7.266974,-2.1433632,5.5461664,-8.59806,6.0961127,2.656182,-6.38134,6.258529,5.238326,6.7590175,5.839135,-5.440068,-6.040996,-1.4187983,2.5694928,-7.876481,2.3726783,-6.7421627,-6.235914,3.9287763,-7.862875,-8.556902,7.4374046,6.07757,-6.985482,-5.0222077,-7.1226773,-5.97288,8.649403,-7.0971303,-6.0186067,-8.649529,-5.3654737,5.6264706,7.311464,-9.446127,-6.5360565,4.9395022,-6.789473,6.809934,8.331133,7.177981,8.392501,-6.2765265,7.4911337,6.2047234
ajyi1238,-7.1692243,8.078796,-8.873685,-4.8608465,-11.725816,-6.7054296,-3.5189798,-8.92248,-10.578387,12.081052,-8.33747,-8.502545,7.9595103,-11.038813,-8.942962,-7.482783,-6.7559648,-10.642447,9.116028,-8.863186,-8.333355,7.737253,7.9711003,0.32998186,-8.135502,8.696621,-9.957408,-7.9713817,-9.195521,-6.2882185,8.537706,-5.8567257,5.213004,-3.6463773,3.0007176,9.924402,11.550103,-6.6303463,10.428286,7.6213365,-7.8858867,4.691432,7.239576,5.8547673,-7.0860977,5.1764855,-6.539453,7.988115,-7.422722,8.407827,-7.9363337,-6.7648487,10.134993,-4.6312346,-8.997086,-1.2502705,-9.75898,6.9724374,6.457689,-7.081534,9.201898,9.097008,9.569338,9.477566,-8.494082,7.865696,6.4167757,-7.5531907,11.19926,-7.423087,10.101598,-7.394109,-6.1792903,-8.186745,10.011237,4.8368454,-3.556568,8.402799,-4.9611726,-7.3322644,5.4373684,-8.386384,7.5330005,-7.8107734,5.744062,-10.335941,6.1873455,-7.6469626,-7.025895,-5.897339,-8.221278,-5.4513288,-6.6620984,9.479105,-5.3370237,-5.0759053,-9.2779665,-6.498476,-7.0786104,8.016428,8.069169,0.339492,-9.309918,9.835191,-7.9294276,6.2462025,9.227965,-10.466655,7.273015,-5.9219894,-6.9981136,9.712475,-9.145385,7.749296,5.412825,10.996648,8.88709,-9.481238,8.405129,8.735163,8.949943,7.0242844,10.795111,-9.900827,9.336183,-7.4063616,-4.2875147,4.8293033,-9.568351,5.085476,7.9920554,8.432027,8.589066,-8.723499,-4.0597286,-6.694363,7.1566367,-7.3233004,6.9439735,-2.1492405,7.5782313,-9.008653,7.0398307,-7.882198,-7.400992,6.254134,6.4017158,-0.85024244,5.0710106,-9.53492,-8.03074,3.910303,3.4220204,5.8380165,6.986264,-9.883509,6.5503845,8.800624,-6.934867,-3.396483,-8.037123,-8.496502,-5.427751,-10.198148,-9.9858265,10.25428,-5.981453,9.619567,-7.0996823,-7.9017425,-6.563571,5.376032,-0.5941233,2.6486418,-6.29789,8.3061285,-3.8099413,-6.8694687,-5.911274,-8.591754,-6.1965804,-10.224949,1.2570859,10.662461,8.135631,-3.7642288,1.7336022,-6.6189914,-6.8209834,-8.539336,7.931937,-6.03201,-6.6903996,6.0839,7.621573,-8.830369,8.073468,-5.141485,-8.208384,8.574912,-9.181501,-3.5898426,-8.31742,-8.160992,-9.595462,-8.14086,-9.262961,-4.1813726,-7.5380673,8.439868,7.8228292,-0.107830055,8.246847,-9.891143,6.1894946,1.1905918,-8.804523,7.828036,7.9207,7.365729,6.830657,-8.258615,-7.2427597,-4.096751,5.4989595,-8.911831,1.2277864,-9.358227,-9.3907795,2.2445538,-7.4201584,-9.145315,9.175323,8.774363,-6.594041,-4.696628,-10.034283,-7.6286626,9.341656,-7.8515844,-8.6006155,-10.169773,-5.451147,7.937357,7.819973,-10.321176,-9.780793,6.477302,-6.9731536,8.557326,9.292332,7.281846,9.271713,-6.0741615,10.332851,9.58006
akun1241,-5.432579,6.301156,-6.701859,-4.3115807,-9.4864025,-5.4640074,-2.5287535,-7.3282485,-8.194166,9.233654,-6.6412845,-6.416285,6.413869,-8.69122,-6.8072243,-6.4352345,-5.6427703,-8.5994425,7.3354235,-7.282503,-6.807001,6.547079,6.581943,-0.52655447,-5.8751225,6.838639,-7.675542,-6.5980353,-7.2057962,-5.3622475,6.8163395,-5.105594,4.5439377,-3.49678,3.0905073,7.4370074,8.741506,-5.518181,7.9558535,6.0282187,-6.508759,4.217871,5.2744513,4.97731,-5.5577407,4.5104938,-5.378866,6.217609,-6.426428,7.062566,-6.640913,-5.5743546,8.208029,-4.2725215,-7.1644735,-1.3972454,-7.5800385,5.7355394,5.5863347,-5.946691,7.496685,7.340272,7.4251966,6.863666,-6.9008465,6.7111993,5.428039,-5.406119,8.858701,-6.2585955,7.736706,-5.923147,-5.434636,-6.440566,7.917578,4.2288513,-3.170225,6.790616,-4.1906567,-6.3101854,4.5866766,-6.4266696,6.1632977,-6.3724957,4.6951838,-7.947435,4.4374514,-6.136651,-5.498576,-5.2792697,-6.2887793,-4.5969987,-5.374101,7.661436,-4.5094743,-4.5359473,-7.480171,-5.537763,-5.8688045,6.5770326,6.0179663,-0.45948398,-7.3189955,7.870304,-6.4089575,5.2812457,7.3580933,-8.222002,6.159275,-5.1923327,-6.0909,7.342052,-7.34889,5.7713914,4.8751974,8.621688,7.0156636,-7.587627,7.206619,6.702469,7.054839,6.0250607,8.184845,-7.509331,7.716274,-6.072818,-3.9080164,4.4414005,-7.414931,3.5639417,6.8891883,6.529775,6.7577605,-6.6179886,-3.241448,-5.047968,5.2863984,-6.309693,5.8712583,-2.1868834,6.3848886,-6.8001804,6.2758474,-6.603472,-5.9301457,5.630335,5.51137,-1.2320328,4.783132,-7.502412,-6.4094477,3.6210198,3.1234517,4.9388533,5.7747545,-7.668477,5.6656947,6.9003773,-5.9116216,-3.3511665,-6.4145074,-6.8714604,-4.8346643,-8.145501,-8.085663,8.28836,-5.320302,7.603245,-5.72118,-6.563936,-5.3856635,4.627203,-1.0571603,2.5292165,-5.362744,6.5524926,-3.4249759,-5.753565,-4.4193926,-6.794756,-5.356528,-8.028128,0.32655114,8.155305,6.8330936,-3.3946579,1.8872823,-4.795084,-4.8868594,-6.879367,6.170319,-5.144106,-4.965046,5.0358906,6.3459177,-7.1797805,6.2118034,-4.6823053,-6.249295,6.8344464,-7.240556,-2.5258534,-6.8803725,-6.6438212,-7.3140025,-6.5805135,-7.5261054,-4.028546,-5.9302897,6.8396735,6.4272337,-0.9774348,6.1422105,-8.051863,5.376442,1.4326041,-6.7345543,6.295952,6.1898956,6.2086415,5.6075273,-6.1707144,-5.904242,-2.713805,3.6827478,-7.495469,1.3646398,-7.188003,-7.0940475,2.444303,-6.44167,-7.758151,7.3139324,6.6430306,-5.6428185,-4.247842,-7.94776,-6.0368495,7.6405478,-6.6175556,-6.5695086,-8.199812,-4.5418606,6.1496744,6.513607,-8.580072,-7.5220375,5.161305,-5.933069,6.829338,7.472866,6.192734,7.799015,-5.0869465,8.157916,7.152782
amah1246,-6.3655806,7.6090584,-7.968689,-5.3958545,-11.586485,-6.8428497,-2.983487,-8.89529,-9.91398,11.253447,-7.989784,-7.7405114,7.837755,-10.196039,-8.203287,-7.9002495,-6.998648,-10.601649,8.939825,-8.877844,-8.205202,7.969781,8.01136,-0.5810896,-7.1029377,8.360903,-9.108385,-8.23623,-8.478413,-6.5354466,8.284729,-6.2273955,5.56487,-4.291458,3.5000267,9.008964,10.647832,-6.8830595,9.580399,7.1858277,-7.83704,5.218869,6.4188066,6.0364084,-6.830433,5.4752517,-6.7665296,7.4553638,-7.7972584,8.571466,-8.087016,-6.654754,9.605547,-5.163037,-8.530321,-1.946456,-9.267849,6.8953743,6.775511,-7.1899877,9.135274,8.904126,8.862085,8.453776,-8.7396755,8.188586,6.518158,-6.6344204,10.567635,-7.353571,9.330175,-7.3443646,-6.5603933,-7.809548,9.365848,5.130629,-3.815644,8.278945,-4.9251995,-7.6910133,5.8797984,-7.534577,7.363248,-7.918447,5.751486,-9.4641905,5.3211,-7.0591197,-6.23007,-6.334612,-7.4309897,-5.525809,-6.336875,9.033882,-5.560292,-5.568609,-8.88447,-6.7771077,-7.104756,7.6875424,7.2044353,-0.49017608,-8.709421,9.531847,-7.6866302,6.4080477,8.8960495,-9.748049,7.490545,-6.44075,-7.3536797,8.952728,-8.989425,6.849755,5.8899136,10.443567,8.288064,-9.245599,8.6264305,8.003807,8.471541,7.234637,10.008027,-9.089338,9.56895,-7.586736,-4.758611,5.3756313,-8.91459,4.384899,8.319382,7.8298664,7.997117,-8.136147,-3.9431863,-5.7971606,6.5751414,-7.560859,7.2930746,-2.8146727,7.647478,-8.188427,7.4165325,-7.8617578,-7.1901517,6.733506,6.605214,-1.823555,5.669565,-9.022414,-7.8179116,4.4829965,3.8855016,5.970566,7.0369067,-9.315939,7.0107245,8.14097,-7.0226145,-3.988398,-7.557625,-8.060476,-5.962919,-9.777384,-9.592844,9.929997,-6.4626255,9.06018,-6.9329605,-7.740518,-6.6159945,5.7367144,-1.1682634,3.2118282,-6.226066,8.189503,-4.377727,-7.1793056,-5.204911,-8.11223,-6.6667614,-9.451072,0.5458447,9.781638,8.356783,-4.3373566,2.375959,-5.7641807,-6.0076046,-8.396579,7.412016,-6.3516545,-5.975084,6.1230087,7.4812093,-8.876035,7.5447936,-5.682469,-7.541721,8.269368,-8.937264,-2.906624,-8.305061,-8.315767,-8.818026,-7.884032,-9.270204,-4.7950478,-7.1112337,8.317885,7.994395,-0.9086461,7.560041,-9.798036,6.3731794,1.8595527,-8.255972,7.4741282,7.1932254,7.4934063,6.6678066,-7.5809355,-7.1245656,-3.190776,4.5292015,-8.933096,1.7688525,-8.735652,-8.59681,2.9756613,-7.9251337,-9.321986,8.793321,8.088091,-7.1485095,-5.021796,-9.226399,-7.3170133,9.433177,-7.919944,-7.9749517,-9.96965,-5.651004,7.338569,8.098394,-10.438124,-8.858494,6.0923066,-7.202213,8.223623,9.338006,7.5113826,9.333368,-6.3943143,9.627861,8.627072
